Path,Model,%Syntetic
img000000.jpg,BigGAN,75.87
img000001.jpg,BigGAN,62.46
img000002.jpg,BigGAN,73.71
img000003.jpg,BigGAN,95.20
img000004.jpg,BigGAN,93.01
img000005.jpg,BigGAN,64.86
img000006.jpg,BigGAN,84.65
img000007.jpg,BigGAN,88.07
img000008.jpg,BigGAN,73.03
img000009.jpg,BigGAN,87.17
img000010.jpg,BigGAN,56.92
img000011.jpg,BigGAN,46.77
img000012.jpg,BigGAN,64.81
img000013.jpg,BigGAN,41.80
img000014.jpg,BigGAN,86.03
img000015.jpg,BigGAN,51.62
img000016.jpg,BigGAN,90.40
img000017.jpg,BigGAN,45.37
img000018.jpg,BigGAN,75.50
img000019.jpg,BigGAN,57.39
img000020.jpg,BigGAN,31.21
img000021.jpg,BigGAN,41.71
img000022.jpg,BigGAN,28.97
img000023.jpg,BigGAN,37.81
img000024.jpg,BigGAN,27.99
img000025.jpg,BigGAN,43.80
img000026.jpg,BigGAN,63.83
img000027.jpg,BigGAN,25.02
img000028.jpg,BigGAN,27.46
img000029.jpg,BigGAN,43.88
img000030.jpg,BigGAN,56.05
img000031.jpg,BigGAN,65.52
img000032.jpg,BigGAN,70.11
img000033.jpg,BigGAN,38.29
img000034.jpg,BigGAN,53.81
img000035.jpg,BigGAN,84.41
img000036.jpg,BigGAN,23.44
img000037.jpg,BigGAN,67.94
img000038.jpg,BigGAN,66.64
img000039.jpg,BigGAN,65.96
img000040.jpg,BigGAN,36.03
img000041.jpg,BigGAN,56.20
img000042.jpg,BigGAN,42.92
img000043.jpg,BigGAN,53.47
img000044.jpg,BigGAN,42.86
img000045.jpg,BigGAN,63.44
img000046.jpg,BigGAN,40.72
img000047.jpg,BigGAN,56.61
img000048.jpg,BigGAN,65.66
img000049.jpg,BigGAN,51.90
img000050.jpg,BigGAN,53.99
img000051.jpg,BigGAN,60.51
img000052.jpg,BigGAN,59.60
img000053.jpg,BigGAN,36.61
img000054.jpg,BigGAN,78.84
img000055.jpg,BigGAN,43.05
img000056.jpg,BigGAN,67.48
img000057.jpg,BigGAN,50.22
img000058.jpg,BigGAN,66.74
img000059.jpg,BigGAN,47.48
img000060.jpg,BigGAN,77.58
img000061.jpg,BigGAN,14.12
img000062.jpg,BigGAN,44.02
